hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,lum_class
Kepler-1051,F,6675,1.73,1.43,0.04,[Fe/H],0.524,4.12,1.74,0.92007,V
Kepler-393,F,6189,1.38,1.21,0.032,[M/H],0.524,4.23,2.15,0.56072,V
Kepler-473,G,5816,1.34,1.06,0.12,[Fe/H],0.525,4.21,6.92,0.2851,V
Kepler-525,G,5573,1.15,0.95,0.11,[Fe/H],0.525,4.29,10.47,0.1601,V
Kepler-1260,G,5961,1.08,1.06,0.01,[Fe/H],0.526,4.39,3.8,0.13337,V
Kepler-544,F,6206,1.22,1.16,0.02,[Fe/H],0.529,4.33,2.63,0.49243,V
Kepler-1468,G,5893,1.05,1.04,0.03,[Fe/H],0.531,4.42,3.55,0.39233,V
Kepler-638,G,5382,0.93,0.88,0.04,[Fe/H],0.532,4.43,11.75,0.1057,IV-V
Kepler-207,G,5920,1.59,1.04,0.18,[Fe/H],0.534,4.13,4.17,0.29599,V
TOI-954,G,5710,1.89,1.2,0.215,[Fe/H],0.535,3.96,6.14,0.249,IV
Kepler-50,F,6225,1.58,1.24,0.03,[Fe/H],0.536,4.13,3.8,0.441,V
WASP-87,F,6450,1.63,1.2,,,0.537,4.16,,0.47905,V
WASP-7,F,6400,1.43,1.28,0,[Fe/H],0.537,4.23,2.4,0.611,V
Kepler-1508,F,6158,1.22,1.14,0.01,[Fe/H],0.537,4.32,2.69,0.23816,V
Kepler-999,F,6237,1.65,1.29,0.05,[Fe/H],0.538,4.11,3.09,0.35446,V
Kepler-805,F,6112,1.65,1.19,-0.06,[Fe/H],0.541,4.08,4.27,0.34859,V
Kepler-1112,F,6496,1.54,1.34,0.04,[Fe/H],0.542,4.19,2.09,1.11353,V
KELT-1,F,6518,1.46,1.32,0.131,[M/H],0.542,4.25,,0.62059,V
HATS-67,F,6594,1.44,1.44,0.332,[Fe/H],0.547,4.28,0.51,0.677,V
EPIC 248847494,K,4898,2.7,0.9,-0.23,[Fe/H],0.548,3.52,,0.064,III
Kepler-1165,G,6080,1.18,1.13,0.05,[Fe/H],0.552,4.34,3.24,0.33691,V
Kepler-912,G,5998,1.11,1.07,0.02,[Fe/H],0.552,4.37,3.16,0.07146,IV-V
HAT-P-6,F,6570,1.62,1.79,-0.13,[Fe/H],0.553,4.22,2.3,0.59,V
Kepler-450,F,6197.21,1.64,1.19,0.128,[M/H],0.554,4.08,3.02,0.37922,V
Kepler-1174,G,5936,1.04,1.04,-0.04,[Fe/H],0.555,4.42,3.55,3.89135,V
Kepler-33,G,5904,1.82,1.29,0.025,[Fe/H],0.556,4.03,4.27,0.3,IV
KIC 5951458,F,6258,1.52,0.98,-0.5,[Fe/H],0.556,4.08,,0.2579,V
Kepler-1269,G,5998,1.15,1.1,0.07,[Fe/H],0.556,4.36,3.55,0.84302,V
Kepler-1487,F,6541,1.63,1.38,0.04,[Fe/H],0.557,4.16,1.95,0.33157,V
Kepler-667,G,5327,0.87,0.91,0.15,[Fe/H],0.557,4.53,4.68,0.26962,V
Kepler-92,F,5883,1.7,1.21,0.138,[M/H],0.558,4.05,5.2,0.25139,V
Kepler-1015,F,6769,1.81,1.49,0.06,[Fe/H],0.559,4.09,1.58,0.52713,V
Kepler-1443,F,6289,1.27,1.19,0,[Fe/H],0.561,4.3,2.63,0.45275,V
Kepler-368,G,5502,2.02,0.97,0.03,[M/H],0.562,3.9,10.47,0.12675,V
Kepler-758,F,6228,1.42,1.16,-0.1,[Fe/H],0.563,4.19,3.8,0.45714,V
Kepler-401,G,6117,1.33,1.17,0.02,[Fe/H],0.566,4.25,3.55,0.17298,V
Kepler-1515,F,6511,1.41,1.3,0.07,[Fe/H],0.566,4.26,1.82,0.50965,V
Kepler-277,F,5946,1.69,1.12,0.1,[Fe/H],0.568,4.03,5,0.24777,IV
Kepler-1383,F,6370,1.44,1.26,0.03,[Fe/H],0.568,4.23,2.24,0.37945,V
Kepler-1382,F,6161,1.72,1.36,0.3,[Fe/H],0.572,4.1,2.75,0.14721,V
Kepler-796,G,5475,1.09,0.93,0.09,[Fe/H],0.572,4.33,11.75,3.55345,V
Kepler-366,F,6209,1.05,1.06,0.01,[Fe/H],0.573,4.45,0.3,1.0833,V
Kepler-128,G,6136,1.61,1.09,0,[Fe/H],0.575,4.07,4.07,0.30178,V
Kepler-335,F,5877,1.85,1.03,0.278,[M/H],0.578,4.02,4.37,0.41998,V
Kepler-1408,F,6170,1.35,1.21,0,[Fe/H],0.579,4.25,2.57,0.28,V
WASP-48,F,5920,1.58,0.88,-0.12,[Fe/H],0.58,4.03,7.9,0.32,IV
Kepler-1238,F,6386,1.48,1.3,0.05,[Fe/H],0.584,4.21,2.14,0.73308,V
Kepler-338,F,5923,1.74,1.2,-0.029,[M/H],0.586,4.02,4.79,0.21664,V
Kepler-1488,G,5820,1.31,1.05,0.06,[Fe/H],0.587,4.22,6.92,0.18795,V
Kepler-891,G,5887,1.07,1.06,0.09,[Fe/H],0.588,4.41,3.55,3.49966,V
K2-164,G,5791,2.2,1.18,-0.23,[Fe/H],0.59,3.81,,0.22794,V
Kepler-1397,G,6026,1.12,1.09,0,[Fe/H],0.591,4.37,3.55,0.33592,IV-V
HATS-68,G,6147,1.75,1.35,0.21,[Fe/H],0.592,4.08,3.02,0.356,V
Kepler-848,G,5695,1.2,1.01,0.15,[Fe/H],0.594,4.28,8.32,0.30165,V
WASP-12,F,6360,1.66,1.43,0.07,[Fe/H],0.597,4.16,2,0.446,V
Kepler-312,F,6115,1.47,1.2,0.121,[M/H],0.598,4.19,1.48,0.30899,V
Kepler-1421,F,6335,1.42,1.25,0.05,[Fe/H],0.599,4.23,2.75,0.36798,V
HAT-P-34,F,6442,1.53,1.39,0.22,,0.6,4.21,1.7,0.505,V
Kepler-470,F,6613,1.66,1.4,0.04,[Fe/H],0.602,4.14,1.86,0.74047,V
Kepler-628,G,5721,1.28,1,0.04,[Fe/H],0.604,4.22,8.71,0.22864,V
Kepler-1293,F,6241,1.28,1.18,0,[Fe/H],0.604,4.29,2.82,0.34762,V
Kepler-717,G,5485,0.85,0.88,-0.12,[Fe/H],0.604,4.53,4.37,0.03994,V
Kepler-849,F,6059,1.64,1.23,0.12,[Fe/H],0.605,4.1,3.98,0.22747,V
Kepler-8,F,6213,1.49,1.21,-0.055,[Fe/H],0.605,4.17,3.47,0.65374,V
HAT-P-39,F,6430,1.62,1.4,0.19,,0.607,4.07,2,0.34949,V
Kepler-105,F,6397,1.58,1.28,-0.22,[Fe/H],0.607,4.15,3.17,0.46,V
Kepler-1626,F,6826,1.85,1.51,0.04,[Fe/H],0.611,4.08,1.55,0.98942,V
HATS-31,F,6050,1.87,1.27,0,[Fe/H],0.619,4,4.3,0.275,V
Kepler-278,G,4991,2.94,1.08,0.271,[M/H],0.62,3.62,7.76,0.16712,V
Kepler-391,G,4940,3.57,1.03,-0.07,[Fe/H],0.623,3.46,5.7,0.09357,III
KELT-3,F,6304,1.7,1.96,0.05,[Fe/H],0.625,4.2,3,0.56,V
KOI-12,F,6635,1.4,1.5,0.081,[M/H],0.626,4.31,1.45,0.8,V
HAT-P-41,F,6390,2.05,2.56,0.21,[Fe/H],0.628,4.14,2.2,0.42,IV-V
Kepler-295,G,5603,0.9,0.89,-0.01,[Fe/H],0.629,4.44,8.8,0.01018,V
Kepler-1300,F,6130,1.79,1.29,0.05,[Fe/H],0.636,4.04,3.55,0.25044,IV
TOI-257,G,6095,1.87,1.41,0.175,[Fe/H],0.636,4.04,,0.305,IV
WASP-66,F,6600,1.76,1.33,-0.31,[Fe/H],0.637,4.3,3.7,0.34,IV
Kepler-1616,F,6266,1.34,1.21,0.02,[Fe/H],0.638,4.26,2.75,0.28392,V
Kepler-1613,G,6005,1.12,1.08,0.01,[Fe/H],0.638,4.37,3.55,0.35882,IV-V
Kepler-1207,G,5909,1.06,1.06,0.05,[Fe/H],0.638,4.41,3.63,0.8893,V
Kepler-1304,K,5259,0.81,0.85,-0.05,[Fe/H],0.639,4.56,4.68,0.02158,V
HATS-39,F,6572,1.62,1.38,0,[Fe/H],0.64,4.16,2.06,0.457,V
KIC 5437945,F,6340,1.24,1.07,-0.38,[Fe/H],0.641,4.16,3.16,0.41292,IV
Kepler-1647,F,6210,1.79,1.22,-0.14,[Fe/H],0.644,4.02,4.4,0.30649,V
K2-196,F,6045,1.54,1.16,0.01,[Fe/H],0.644,4.08,,0.19854,V
Kepler-403,G,6090,1.33,1.25,0.079,[M/H],0.644,4.27,3.09,0.2469,V
Kepler-1633,F,6256,1.32,1.2,0.02,[Fe/H],0.646,4.27,2.82,0.15864,V
WASP-161,F,6400,1.71,1.39,0.16,[Fe/H],0.647,4.11,,0.398,V
Kepler-1125,G,5683,0.94,0.95,-0.09,[Fe/H],0.647,4.47,4.17,0.80228,IV-V
Kepler-1442,F,6394,1.44,1.34,0.26,[Fe/H],0.651,4.25,1.7,0.37809,V
Kepler-5,F,6297,1.79,1.37,0.04,[Fe/H],0.652,3.96,2.88,0.39897,IV-V
HATS-41,F,6424,1.71,1.5,0.47,[Fe/H],0.653,4.14,1.34,0.42,V
Kepler-522,F,6392,1.98,1.54,0.41,[Fe/H],0.655,4.04,1.7,0.32134,V
Kepler-1533,F,6431,1.51,1.31,0.03,[Fe/H],0.662,4.2,2.19,0.43857,V
WASP-79,F,6600,1.6,1.43,0.03,[Fe/H],0.664,4.2,1.4,0.49,V
Kepler-880,F,6761,1.74,1.46,0.03,[Fe/H],0.666,4.12,1.66,0.56468,V
HD 2685,F,6801,1.56,1.43,0.02,[Fe/H],0.668,4.21,1.31,0.51462,V
Kepler-814,F,6162,1.22,1.15,0.01,[Fe/H],0.669,4.33,3.02,1.47416,V
Kepler-521,F,6406,1.46,1.34,0.25,[Fe/H],0.671,4.24,1.78,0.48567,V
K2-39,K,4881,2.97,0.66,0.32,[Fe/H],0.674,3.44,3.09,0.04,IV
Kepler-1280,F,6227,1.32,1.2,0.04,[Fe/H],0.679,4.28,2.82,0.45399,V
Kepler-264,F,6158,1.55,1.46,0.047,[M/H],0.689,4.15,2.57,0.15947,IV-V
Kepler-820,F,6260,1.36,1.23,0.09,[Fe/H],0.689,4.25,2.63,0.71826,V
HATS-58 A,A,7175,1.43,1.46,,,0.689,4.29,0.31,0.702,V
Kepler-1618,F,6620,1.65,1.41,0.04,[Fe/H],0.69,4.15,1.78,0.77868,IV-V
Kepler-1518,F,6846,1.88,1.54,0.06,[Fe/H],0.691,4.08,1.48,0.54301,IV-V
Kepler-145,F,6022,1.85,1.32,-0.001,[M/H],0.692,4.02,3.24,0.20152,V
Kepler-1345,F,6449,1.55,1.32,0.04,[Fe/H],0.693,4.18,2.24,0.87009,IV-V
Kepler-1279,F,6221,1.33,1.21,0.06,[Fe/H],0.693,4.26,2.82,0.66996,V
Kepler-7,G,5933,1.97,1.36,0.11,[Fe/H],0.696,3.98,2.9,0.32016,IV-V
Kepler-1603,F,6241,1.31,1.21,0.07,[Fe/H],0.706,4.28,2.82,0.30293,V
Kepler-108,G,5854,2.19,1.25,0.326,[M/H],0.707,3.9,3.89,0.24339,V
Kepler-911,F,6112,1.99,1.34,0.03,[Fe/H],0.707,3.97,3.55,0.19419,IV-V
Kepler-1607,G,6116,1.21,1.14,0.05,[Fe/H],0.709,4.33,3.16,0.25152,V
Kepler-644,F,6747,1.81,1.49,0.08,[Fe/H],0.71,4.09,1.62,0.65519,IV-V
Kepler-471,F,6733,1.8,1.49,0.07,[Fe/H],0.71,4.1,1.58,0.54081,IV-V
Kepler-1004,G,4972,3.39,1.11,-0.04,[Fe/H],0.713,3.43,7.76,0.05453,IV
Kepler-1270,G,5047,3.38,1.28,-0.02,[Fe/H],0.713,3.49,4.37,0.04387,III
TOI-1333,F,6274,1.93,1.46,0.119,[Fe/H],0.713,4.03,2.33,0.289,V
Kepler-1000,F,6453,1.51,1.4,0.35,[Fe/H],0.715,4.23,1.26,0.31247,IV
Kepler-1452,F,6101,2.06,1.41,0.14,[Fe/H],0.721,3.95,3.24,0.14148,IV
Kepler-419,F,6430,1.74,1.39,0.176,[Fe/H],0.727,4.1,1.29,13.34,IV-V
Kepler-557,G,6068,1.16,1.11,0.02,[Fe/H],0.728,4.35,3.24,0.1961,V
TOI-1601,F,5948,2.19,1.52,0.329,[Fe/H],0.732,3.94,2.64,0.205,IV
Kepler-635,F,6174,1.51,1.33,0.41,[Fe/H],0.735,4.2,2.34,0.23078,IV
Kepler-959,F,7005,2.01,1.6,0.02,[Fe/H],0.738,4.04,1.35,0.45596,V
Kepler-1502,F,6666,1.72,1.44,0.05,[Fe/H],0.742,4.13,1.7,0.39395,IV-V
Kepler-812,F,6761,1.71,1.45,0.02,[Fe/H],0.752,4.13,1.66,0.77147,IV-V
Kepler-774,F,6403,2.42,1.57,0.04,[Fe/H],0.753,3.87,2.14,0.38065,V
Kepler-217,F,6171,1.8,1.14,0.09,[Fe/H],0.754,4.03,2.63,0.3447,IV
Kepler-1137,F,6807,1.84,1.5,0.05,[Fe/H],0.754,4.08,1.58,0.36758,IV-V
Kepler-541,F,6166,2.06,1.41,0.07,[Fe/H],0.755,3.96,3.09,0.16175,IV
WASP-78,F,6100,2.46,1.87,-0.35,[Fe/H],0.763,4.1,2.8,0.18,IV-V
Kepler-917,G,5418,0.76,0.8,-0.38,[Fe/H],0.764,4.58,4.17,1.92074,V
HATS-66,F,6626,1.84,1.41,-0.017,[Fe/H],0.767,4.06,2.17,0.318,V
Kepler-1373,F,6299,1.33,1.22,0.03,[Fe/H],0.774,4.27,2.51,1.38072,V
HAT-P-40,F,6080,1.94,1.03,0.22,[Fe/H],0.778,3.93,2.7,0.2,IV
Kepler-1364,F,6805,1.79,1.49,0.04,[Fe/H],0.792,4.1,1.58,0.12368,V
KIC 9663113,F,6065,1.03,0.98,-0.28,[Fe/H],0.792,4.42,3,0.23283,V
Kepler-1484,G,5730,0.92,0.94,-0.17,[Fe/H],0.796,4.49,3.98,0.96096,IV-V
Kepler-1274,F,6179,2.17,1.45,0.11,[Fe/H],0.798,3.93,2.88,0.1211,IV
Kepler-516,A,7099,2.02,1.62,0.01,[Fe/H],0.798,4.04,1.32,0.18673,V
Kepler-14,F,6395,2.05,1.51,0.12,[Fe/H],0.799,3.99,2.2,0.29161,V
Kepler-1436,G,5972,1.09,1.06,-0.01,[Fe/H],0.801,4.39,3.8,0.21434,V
Kepler-1394,F,6481,2.55,1.64,0.06,[Fe/H],0.811,3.84,1.91,0.25209,IV
HAT-P-7,F,6389,2,1.56,0.26,[Fe/H],0.814,4.07,2.07,0.27,V
Kepler-1375,F,6704,1.78,1.47,0.09,[Fe/H],0.822,4.11,1.66,0.29134,V
WASP-136,F,6260,2.21,1.41,-0.18,[Fe/H],0.823,3.9,3.62,0.186,V
Kepler-852,G,6100,1.16,1.19,0.22,[Fe/H],0.827,4.38,1.48,0.98558,IV-V
Kepler-854,F,6179,1.27,1.17,0.04,[Fe/H],0.832,4.29,3.02,0.04677,V
TOI-640,F,6460,2.08,1.54,0.072,[Fe/H],0.834,3.99,1.99,0.24,V
Kepler-1511,G,6064,1.29,1.17,0.14,[Fe/H],0.838,4.28,3.31,0.35178,V
Kepler-1298,F,6339,2,1.45,0.13,[Fe/H],0.84,4,2.57,0.11716,V
Kepler-1158,F,6203,1.95,1.41,0.18,[Fe/H],0.84,4.01,2.88,1.29966,V
Kepler-815,G,5028,3.42,1.25,-0.03,[Fe/H],0.857,3.46,4.9,0.12089,III
Kepler-784,G,5674,1.32,1,0.07,[Fe/H],0.857,4.19,9.12,0.05821,V
Kepler-1080,G,5956,1.16,1.1,0.09,[Fe/H],0.861,4.35,3.89,0.11728,V
Kepler-1434,F,6291,2.04,1.47,0.19,[Fe/H],0.862,3.98,2.57,0.10881,IV-V
HATS-64,F,6554,2.11,1.56,0.22,[Fe/H],0.867,3.98,1.861,0.234,IV-V
Kepler-340,F,6620,1.85,1.65,0.06,[Fe/H],0.867,4.06,1.29,0.38998,V
Kepler-1171,A,7044,1.95,1.58,-0.01,[Fe/H],0.869,4.05,1.35,0.47547,V
Kepler-1517,F,7010,1.95,1.58,0.01,[Fe/H],0.879,4.06,1.38,0.31982,V
Kepler-433,F,6360,2.26,1.46,-0.01,[Fe/H],0.88,3.89,2.67,0.177,V
KELT-12,F,6279,2.37,1.59,0.19,[Fe/H],0.892,3.89,2.2,0.168,V
HATS-56,F,6536,2.2,1.57,0.19,[Fe/H],0.898,3.95,1.894,0.2079,IV
HATS-40,F,6460,2.26,1.56,0.01,[Fe/H],0.903,3.92,2.07,0.189,IV
Kepler-56,K,4840,4.23,1.32,0.2,[Fe/H],0.905,3.31,3.5,0.0246,IV
K2-97,K,4717,4.47,1.2,0.33,[Fe/H],0.919,3.22,7.8,0.279,III
K2-161,K,4972,2.57,0.99,-0.03,[Fe/H],0.919,3.63,,,IV
Kepler-1360,F,6778,1.83,1.51,0.06,[Fe/H],0.923,4.09,1.55,0.25729,V
Kepler-432,G,4995,4.06,1.32,-0.07,[m/H],0.926,3.35,4.2,0.02794,III
Kepler-1580,F,6228,2.15,1.47,0.12,[Fe/H],0.926,3.94,2.75,0.09572,IV
Kepler-1219,F,5944,1.94,1.25,0.05,[Fe/H],0.926,3.97,4.37,0.06171,IV-V
Kepler-462,A,7500,1.57,1.59,0.05,[Fe/H],0.926,4.22,0.5,0.56,V
Kepler-1283,F,6175,1.25,1.16,0.04,[Fe/H],0.927,4.31,2.88,0.12756,V
HAT-P-67,F,6406,2.55,1.64,-0.08,[Fe/H],0.939,3.85,1.24,0.09809,V
K2-132,K,4840,3.85,1.08,-0.01,[Fe/H],0.943,3.3,8.5,0.0264,III
Kepler-1428,F,6184,1.36,1.28,0.35,[Fe/H],0.944,4.28,2.04,0.93831,V
HD 202772 A,F,6272,2.59,1.72,0.3,[Fe/H],0.971,3.85,1.7,0.14,V
KOI-13,A,7650,1.74,1.72,0.2,[Fe/H],0.971,4.2,1.12,0.49629,V
HAT-P-69,A,7394,1.93,1.65,-0.069,[Fe/H],1,4.11,1.27,0.36453,V
Kepler-1244,F,6680,1.77,1.46,0.05,[Fe/H],1.032,4.1,1.7,0.11781,V
HATS-70,A,7930,1.88,1.78,0.041,[Fe/H],1.079,4.17,0.81,0.31459,V
Kepler-435,F,6161,3.21,1.54,-0.18,[Fe/H],1.129,3.61,2.25,0.066,III
Kepler-1658,F,6216,2.89,1.45,-0.18,[m/H],1.206,3.67,2.01,0.113,IV
TYC 3318-01333-1,K,4776,5.9,1.19,-0.06,[Fe/H],1.21,2.97,,,III
HAT-P-70,A,8450,1.86,1.89,-0.059,[Fe/H],1.223,4.18,0.6,0.40362,V
Kepler-1115,A,8480,1.73,1.6,-0.51,[Fe/H],1.254,4.17,1.12,0.53077,V
TYC 1422-614-1,K,4806,6.85,1.15,-0.2,[Fe/H],1.35,2.85,5.89,,III
NY Vir,B,32780,0.15,0.46,,,1.375,5.74,,187.9524,V
TYC 3667-1280-1,K,5130,6.26,1.87,-0.08,[Fe/H],1.38,3.11,1.35,,III
KIC 10001893,B,27500,0.18,0.47,-0.093,[Fe/H],1.431,5.35,,113.61776,V
HD 5583,G,4830,9.09,1.01,-0.5,[Fe/H],1.61,2.53,7.41,,III
IC 4651 9122,K,4740.1,10.27,2.1,0.12,[Fe/H],1.636,2.52,1.14,,III
TYC 0434-04538-1,G,4679,9.99,1.04,-0.38,[Fe/H],1.67,2.49,,,III
TYC 4282-00605-1,K,4300,16.21,0.97,-0.07,[Fe/H],1.91,2,10.1,,III
NSVS 14256825,B,40000,0.19,0.42,,,1.974,5.5,,80.3914,V
BD+03 2562,K,4095,32.35,1.14,-0.71,[Fe/H],2.7,1.89,5.2,,III
