pl_name,hostname,sy_snum,sy_pnum,discoverymethod,disc_year,disc_pubdate,disc_locale,disc_facility,disc_telescope,pl_controv_flag,pl_orbper,pl_orbsmax,pl_rade,pl_radj,pl_bmasse,pl_bmassj,pl_dens,pl_bmassprov,pl_orbeccen,pl_insol,pl_eqt,ttv_flag,st_spectype,st_teff,st_rad,st_mass,st_met,st_metratio,st_lum,st_logg,st_age,st_dens,rastr,ra,decstr,dec,sy_dist,sy_vmag,sy_kmag,sy_gaiamag
Kepler-230 b,Kepler-230,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,32.625555,0.191,4.26,0.38,16.8,0.0529,1.19,M-R relationship,0,11.82,506,1,,5588,0.82,0.84,-0.14,[Fe/H],-0.368,4.55,1.8,2.79093,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.754,15.264,13.299,15.073
Kepler-230 c,Kepler-230,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,91.773242,0.38,2.04,0.182,4.82,0.0152,3.12,M-R relationship,0,2.98,359,1,,5588,0.82,0.84,-0.14,[Fe/H],-0.368,4.55,1.8,2.6883,19h02m52.46s,285.7185682,+48d30m20.89s,48.5058038,740.754,15.264,13.299,15.073
Kepler-231 b,Kepler-231,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,10.065275,0.074,1.73,0.154,35.4,0.111,37.6,Mass,0,14.88,488,0,M1 V,3767,0.49,0.58,-0.1,[Fe/H],-1.036,4.78,3.47,33.27197,19h35m53.61s,293.9733913,+50d31m54.65s,50.531846,316.618,15.813,12.589,15.3896
Kepler-231 c,Kepler-231,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,19.271566,0.114,1.93,0.172,24.1,0.076,18.4,Mass,0,6.27,393,1,M1 V,3767,0.49,0.58,-0.1,[Fe/H],-1.036,4.78,3.47,7.16212,19h35m53.61s,293.9733913,+50d31m54.65s,50.531846,316.618,15.813,12.589,15.3896
Kepler-232 b,Kepler-232,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.431222,0.054,3.08,0.275,9.69,0.0305,1.82,M-R relationship,0,410.58,1104,0,,5847,0.97,0.97,0.03,[Fe/H],0.052,4.5,1.4,1.33259,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13,15.565,13.765,15.3201
Kepler-232 c,Kepler-232,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,11.379349,0.101,3.83,0.342,14,0.0442,1.37,M-R relationship,0,116.52,806,0,,5847,0.97,0.97,0.03,[Fe/H],0.052,4.5,1.4,1.02292,19h43m15.88s,295.8161668,+51d07m18.21s,51.1217249,1349.13,15.565,13.765,15.3201
Kepler-233 b,Kepler-233,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,8.472382,0.077,2.43,0.217,6.48,0.0204,2.48,M-R relationship,0,85.13,751,0,,5360,0.76,0.85,-0.09,[Fe/H],-0.328,4.61,0.6,3.86328,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.417,15.477,13.453,15.3263
Kepler-233 c,Kepler-233,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,60.418955,0.287,2.71,0.242,7.8,0.0245,2.15,M-R relationship,0,6.2,390,1,,5360,0.76,0.85,-0.09,[Fe/H],-0.328,4.61,0.6,4.26444,19h45m27.96s,296.3665054,+51d19m10.04s,51.3194548,856.417,15.477,13.453,15.3263
Kepler-234 b,Kepler-234,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,2.711506,0.04,3.7,0.33,13.2,0.0416,1.43,M-R relationship,0,1007.72,1420,0,,6224,1.11,1.11,0.09,[Fe/H],0.24,4.42,3.47,0.91618,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1,15.747,14.065,15.5014
Kepler-234 c,Kepler-234,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.21205,0.077,3.51,0.313,12.1,0.0381,1.54,M-R relationship,0,273.3,1025,0,,6224,1.11,1.11,0.09,[Fe/H],0.24,4.42,3.47,0.99867,19h26m36.85s,291.6535379,+38d29m40.77s,38.4946597,1733.1,15.747,14.065,15.5014
Kepler-235 b,Kepler-235,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,3.340222,0.037,2.23,0.199,5.6,0.0176,2.77,M-R relationship,0,44,731,0,M0 V,4255,0.55,0.58,-0.51,[Fe/H],-1.102,4.73,6,4.14,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,16.567,13.116,15.9695
Kepler-235 c,Kepler-235,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.824904,0.065,1.28,0.114,2.18,0.00687,5.71,M-R relationship,0,14.2,555,0,M0 V,4255,0.55,0.58,-0.51,[Fe/H],-1.102,4.73,6,4.14,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,16.567,13.116,15.9695
Kepler-235 d,Kepler-235,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,20.060548,0.122,2.05,0.183,4.86,0.0153,3.1,M-R relationship,0,4.03,401,0,M0 V,4255,0.55,0.58,-0.51,[Fe/H],-1.102,4.73,6,4.14,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,16.567,13.116,15.9695
Kepler-235 e,Kepler-235,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,46.183669,0.213,2.22,0.198,5.56,0.0175,2.79,M-R relationship,0,1.33,306,0,M0 V,4255,0.55,0.58,-0.51,[Fe/H],-1.102,4.73,6,4.14,19h04m18.98s,286.0790779,+39d16m41.65s,39.278237,428.018,16.567,13.116,15.9695
Kepler-236 b,Kepler-236,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,8.295611,0.065,1.57,0.14,3.09,0.00972,4.39,M-R relationship,0,15.63,469,0,M1 V,3750,0.51,0.6,-0.05,[Fe/H],-1.229,4.75,3.16,3.70571,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.763,16.014,12.312,15.3743
Kepler-236 c,Kepler-236,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,23.968127,0.132,2,0.178,4.66,0.0147,3.2,M-R relationship,0,3.8,329,0,M1 V,3750,0.51,0.6,-0.05,[Fe/H],-1.229,4.75,3.16,3.70571,18h55m27.94s,283.8664285,+39d53m53.49s,39.8981928,288.763,16.014,12.312,15.3743
Kepler-237 b,Kepler-237,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.715106,0.05,1.41,0.126,2.57,0.00809,5.04,M-R relationship,0,124.96,823,0,,4861,0.72,0.7,0.03,[Fe/H],-0.477,4.58,13.8,2.42359,18h52m53.12s,283.2213438,+40d25m18.34s,40.421762,657.822,15.689,13.172,15.2832
Kepler-237 c,Kepler-237,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,8.103636,0.071,2.08,0.186,4.98,0.0157,3.04,M-R relationship,0,60.64,687,0,,4861,0.72,0.7,0.03,[Fe/H],-0.477,4.58,13.8,1.97075,18h52m53.12s,283.2213438,+40d25m18.34s,40.421762,657.822,15.689,13.172,15.2832
Kepler-238 b,Kepler-238,1,5,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,2.090876,0.034,1.73,0.154,3.64,0.0115,3.86,M-R relationship,0,2500.59,1642,0,,5751,1.43,1.06,0.23,[Fe/H],0.43,4.19,6.76,0.45192,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,15.297,13.512,15.0243
Kepler-238 c,Kepler-238,1,5,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,6.155557,0.069,2.39,0.213,6.3,0.0198,2.54,M-R relationship,0,592.3,1146,0,,5751,1.43,1.06,0.23,[Fe/H],0.43,4.19,6.76,0.40662,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,15.297,13.512,15.0243
Kepler-238 d,Kepler-238,1,5,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,13.233549,0.115,3.07,0.274,9.64,0.0303,1.83,M-R relationship,0,213.48,888,0,,5751,1.43,1.06,0.23,[Fe/H],0.43,4.19,6.76,0.3884,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,15.297,13.512,15.0243
Kepler-238 e,Kepler-238,1,5,Transit,2013,2014-02-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,23.654,0.1658,5.6,0.5,169.7,0.534,5.31,Mass,0,98.46,731,1,,5732,0.96,1.06,0.23,[Fe/H],0.43,4.49,6.76,0.41907,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,15.297,13.512,15.0243
Kepler-238 f,Kepler-238,1,5,Transit,2013,2014-02-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,50.447,0.2747,2,0.178,13.5,0.042,9.27,Mass,0,35.87,568,1,,5732,0.96,1.06,0.23,[Fe/H],0.43,4.49,6.76,0.97794,19h11m35.31s,287.8971066,+40d38m16.13s,40.6378141,1798.75,15.297,13.512,15.0243
Kepler-239 b,Kepler-239,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,11.763051,0.095,2.33,0.208,6.04,0.019,2.62,M-R relationship,0,34.75,616,0,,4914,0.76,0.76,0.09,[Fe/H],-0.475,4.58,3.31,4.37951,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.109,15.252,13.133,15.2333
Kepler-239 c,Kepler-239,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,56.228098,0.268,2.51,0.224,6.85,0.0215,2.38,M-R relationship,0,4.32,366,0,,4914,0.76,0.76,0.09,[Fe/H],-0.475,4.58,3.31,13.12235,19h36m48.49s,294.2020505,+40d39m47.99s,40.6633313,648.109,15.252,13.133,15.2333
Kepler-24 b,Kepler-24,1,4,Transit,2011,2012-05-01T00:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,8.1453,0.08,2.4,0.214,508.5,1.6,,Mass,0,252.25,1050,1,,5800,1.07,1.03,-0.24,[M/H],0.064,4.34,7.7,0.02385,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,15.04,13.372,14.9234
Kepler-24 c,Kepler-24,1,4,Transit,2011,2012-05-01T00:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,12.3335,0.106,2.8,0.25,508.5,1.6,,Mass,0,144.83,915,1,,5800,1.07,1.03,-0.24,[M/H],0.064,4.34,7.7,0.01122,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,15.04,13.372,14.9234
Kepler-24 d,Kepler-24,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.244384,0.051,1.67,0.149,3.43,0.0108,4.05,M-R relationship,0,601.89,1305,0,,5897,1.29,0.98,-0.071,[M/H],0.142,4.2,5.2,0.7536,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,15.04,13.372,14.9234
Kepler-24 e,Kepler-24,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,18.998355,0.138,2.78,0.248,8.15,0.0256,2.08,M-R relationship,0,81.51,792,0,,5897,1.29,0.98,-0.071,[M/H],0.142,4.2,5.2,6.38853,19h21m39.18s,290.4132621,+38d20m37.42s,38.3437283,1156.81,15.04,13.372,14.9234
Kepler-240 b,Kepler-240,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.144495,0.048,1.37,0.122,2.45,0.00771,5.24,M-R relationship,0,142.74,864,0,,4985,0.74,0.75,0.18,[Fe/H],-0.524,4.63,0.9,2.49621,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.927,15.953,13.464,15.6622
Kepler-240 c,Kepler-240,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.953528,0.074,2.2,0.196,102.3,0.322,52.8,Mass,0,59.84,696,0,,4985,0.74,0.75,0.18,[Fe/H],-0.524,4.63,0.9,3.48717,19h24m38.10s,291.1587635,+40d45m00.76s,40.7502108,746.927,15.953,13.464,15.6622
Kepler-241 b,Kepler-241,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,12.718092,0.094,2.33,0.208,6.04,0.019,2.62,M-R relationship,0,23.6,562,0,,4699,0.67,0.67,0.031,[M/H],-0.607,4.63,13.9,2.98907,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,512,15.708,12.881,15.3871
Kepler-241 c,Kepler-241,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,36.065978,0.189,2.57,0.229,7.13,0.0224,2.31,M-R relationship,0,5.88,397,0,,4699,0.67,0.67,0.031,[M/H],-0.607,4.63,13.9,3.78452,19h31m39.15s,292.9131121,+41d03m39.52s,41.0609786,512,15.708,12.881,15.3871
Kepler-242 b,Kepler-242,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,8.20395,0.075,2.61,0.233,7.32,0.023,2.26,M-R relationship,0,43.77,742,0,,5020,0.85,0.81,0.01,[Fe/H],-0.613,4.49,14,0.65082,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.241,15.489,13.238,15.3494
Kepler-242 c,Kepler-242,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,14.496481,0.109,2,0.178,4.66,0.0147,3.2,M-R relationship,0,20.5,613,0,,5020,0.85,0.81,0.01,[Fe/H],-0.613,4.49,14,0.1374,19h06m15.77s,286.5656932,+41d48m30.30s,41.8084168,600.241,15.489,13.238,15.3494
Kepler-243 b,Kepler-243,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,5.715442,0.062,2.45,0.219,6.57,0.0207,2.45,M-R relationship,0,115.5,850,0,,5228,0.84,0.83,0.01,[Fe/H],-0.373,4.57,3.5,3.25264,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,15.159,13.064,15.0573
Kepler-243 c,Kepler-243,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,20.026218,0.142,1.99,0.178,4.62,0.0145,3.22,M-R relationship,0,21.72,559,0,,5228,0.84,0.83,0.01,[Fe/H],-0.373,4.57,3.5,2.00738,19h00m26.52s,285.1104819,+42d02m02.26s,42.0339619,693.86,15.159,13.064,15.0573
Kepler-244 b,Kepler-244,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.311792,0.05,2.76,0.246,8.05,0.0253,2.1,M-R relationship,0,242.47,1038,0,,5554,0.8,0.96,0.16,[Fe/H],-0.256,4.58,0.5,1.86883,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,15.747,13.73,15.5455
Kepler-244 c,Kepler-244,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,9.767292,0.087,2.05,0.183,4.86,0.0153,3.1,M-R relationship,0,81.57,791,0,,5554,0.8,0.96,0.16,[Fe/H],-0.256,4.58,0.5,23.67563,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,15.747,13.73,15.5455
Kepler-244 d,Kepler-244,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,20.050401,0.14,2.31,0.206,15.2,0.048,6.78,Mass,0,31.27,622,0,,5554,0.8,0.96,0.16,[Fe/H],-0.256,4.58,0.5,1.54536,19h08m58.23s,287.242641,+42d18m05.11s,42.3014185,1036.49,15.747,13.73,15.5455
Kepler-245 b,Kepler-245,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.49019,0.071,2.57,0.229,7.13,0.0224,2.31,M-R relationship,0,77.75,753,1,,5100,0.8,0.86,0.05,[Fe/H],-0.396,4.56,3.63,3.28779,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,15.546,13.639,15.5969
Kepler-245 c,Kepler-245,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,17.460812,0.124,2.18,0.194,225.6,0.71,120,Mass,0,25.15,568,1,,5100,0.8,0.86,0.05,[Fe/H],-0.396,4.56,3.63,13.61337,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,15.546,13.639,15.5969
Kepler-245 d,Kepler-245,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,36.277108,0.202,3.03,0.27,21.6,0.068,4.27,Mass,0,9.49,445,1,,5100,0.8,0.86,0.05,[Fe/H],-0.396,4.56,3.63,3.28584,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,15.546,13.639,15.5969
Kepler-245 e,Kepler-245,1,4,Transit,2016,2016-05-01T00:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,3.21982106,0.04,1.75,0.156,3.71,0.0117,3.8,M-R relationship,0,240.15,998,0,,5174,0.8,0.86,0.05,[Fe/H],-0.396,4.57,3.63,3.03525,19h26m33.36s,291.6389972,+42d26m10.85s,42.4363482,861.527,15.546,13.639,15.5969
Kepler-246 b,Kepler-246,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.60182,0.052,2.34,0.209,6.08,0.0191,2.61,M-R relationship,0,141.61,896,0,,5206,0.83,0.79,0.16,[Fe/H],-0.413,4.56,12.6,2.16232,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.078,15.197,13.038,15.0422
Kepler-246 c,Kepler-246,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,11.187161,0.095,1.5,0.134,2.86,0.00899,4.66,M-R relationship,0,43.21,667,0,,5206,0.83,0.79,0.16,[Fe/H],-0.413,4.56,12.6,2.28406,19h45m56.02s,296.4834007,+42d39m48.17s,42.6633806,626.078,15.197,13.038,15.0422
Kepler-247 b,Kepler-247,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,3.33616,0.042,1.64,0.146,3.33,0.0105,4.15,M-R relationship,0,216.11,970,1,,5100,0.77,0.84,0.05,[Fe/H],-0.422,4.61,0.8,3.12818,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,15.199,13.051,15.0473
Kepler-247 c,Kepler-247,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,9.439452,0.084,4.09,0.365,15.7,0.0494,1.26,M-R relationship,0,53.9,686,1,,5100,0.77,0.84,0.05,[Fe/H],-0.422,4.61,0.8,3.76657,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,15.199,13.051,15.0473
Kepler-247 d,Kepler-247,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,20.477912,0.14,3.94,0.352,14.7,0.0463,1.32,M-R relationship,0,19.21,530,1,,5100,0.77,0.84,0.05,[Fe/H],-0.422,4.61,0.8,5.64738,19h14m34.21s,288.6425609,+43d02m21.76s,43.0393769,663.711,15.199,13.051,15.0473
Kepler-248 b,Kepler-248,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,6.308205,0.066,3.02,0.269,9.38,0.0295,1.87,M-R relationship,0,79.31,819,0,,5190,0.83,0.9,0.2,[Fe/H],-0.418,4.57,2.34,1.6353,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.792,15.506,13.357,15.2331
Kepler-248 c,Kepler-248,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,16.239494,0.123,4.07,0.363,15.6,0.049,1.27,M-R relationship,0,22.46,598,0,,5190,0.83,0.9,0.2,[Fe/H],-0.418,4.57,2.34,2.35482,19h32m14.72s,293.0613138,+43d34m52.89s,43.5813577,738.792,15.506,13.357,15.2331
Kepler-249 b,Kepler-249,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,3.306539,0.035,1.09,0.097,1.32,0.00416,5.6,M-R relationship,0,24.26,554,0,M2 V,3568,0.48,0.51,-0.34,[Fe/H],-1.495,4.78,3.09,5.34498,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,16.37,11.966,15.2305
Kepler-249 c,Kepler-249,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.113702,0.058,1.51,0.135,2.89,0.00909,4.61,M-R relationship,0,12.53,429,0,M2 V,3568,0.48,0.51,-0.34,[Fe/H],-1.495,4.78,3.09,5.34498,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,16.37,11.966,15.2305
Kepler-249 d,Kepler-249,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,15.368459,0.097,1.57,0.14,3.09,0.00972,4.39,M-R relationship,0,4.47,332,0,M2 V,3568,0.48,0.51,-0.34,[Fe/H],-1.495,4.78,3.09,5.34498,19h47m56.47s,296.9853002,+43d39m30.98s,43.6586043,190.401,16.37,11.966,15.2305
Kepler-25 b,Kepler-25,2,3,Transit,2011,2012-04-01T00:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,6.238297,0.0685,2.748,0.245,8.7,0.0275,2.32,Mass,0.0029,542.96,1185,1,,6103,1.32,1.17,0.01,[M/H],0.467,4.28,4.65,0.75,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,10.769,9.493,10.6319
Kepler-25 c,Kepler-25,2,3,Transit,2011,2012-04-01T00:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,12.7207,0.1101,5.217,0.465,15.2,0.0479,0.588,Mass,0.0061,210.17,934,1,,6354,1.32,1.17,0.11,[Fe/H],0.422,4.29,2.75,0.75,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,10.769,9.493,10.6319
Kepler-25 d,Kepler-25,2,3,Radial Velocity,2014,2014-02-01T01:00:00Z,Ground,W. M. Keck Observatory,10 m Keck I Telescope,0,122.4,,10,0.894,71.9,0.226,0.395,Mass,0.13,,,0,,6270,1.32,1.17,-0.04,[Fe/H],0.391,4.28,11,0.75,19h06m33.21s,286.6383905,+39d29m16.45s,39.4879038,243.249,10.769,9.493,10.6319
Kepler-250 b,Kepler-250,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.148141,0.048,1.13,0.101,1.51,0.00474,5.75,M-R relationship,0,148.1,938,0,,5160,0.81,0.83,0.02,[Fe/H],-0.457,4.57,13.2,2.20456,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,15.819,13.483,15.4144
Kepler-250 c,Kepler-250,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,7.156804,0.069,2.28,0.203,5.82,0.0183,2.7,M-R relationship,0,71.5,782,0,,5160,0.81,0.83,0.02,[Fe/H],-0.457,4.57,13.2,3.39024,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,15.819,13.483,15.4144
Kepler-250 d,Kepler-250,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,17.648312,0.127,2.18,0.194,5.39,0.017,2.86,M-R relationship,0,21.46,579,0,,5160,0.81,0.83,0.02,[Fe/H],-0.457,4.57,13.2,19.29835,19h18m22.74s,289.5947633,+44d08m30.52s,44.1418114,760.585,15.819,13.483,15.4144
Kepler-251 b,Kepler-251,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,4.790936,0.053,1.33,0.119,2.33,0.00733,5.44,M-R relationship,0,203.17,990,0,,5526,0.89,0.95,-0.02,[Fe/H],-0.172,4.49,3.63,2.12141,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,15.541,13.632,15.216
Kepler-251 c,Kepler-251,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,16.514043,0.122,2.77,0.247,8.1,0.0255,2.09,M-R relationship,0,38.95,655,0,,5526,0.89,0.95,-0.02,[Fe/H],-0.172,4.49,3.63,1.66311,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,15.541,13.632,15.216
Kepler-251 d,Kepler-251,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,30.133001,0.182,2.77,0.247,8.1,0.0255,2.09,M-R relationship,0,17.48,536,0,,5526,0.89,0.95,-0.02,[Fe/H],-0.172,4.49,3.63,0.4031,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,15.541,13.632,15.216
Kepler-251 e,Kepler-251,1,4,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,99.640161,0.404,2.77,0.247,8.1,0.0255,2.09,M-R relationship,0,3.55,360,0,,5526,0.89,0.95,-0.02,[Fe/H],-0.172,4.49,3.63,10.35916,19h46m15.89s,296.5662171,+44d06m20.91s,44.1058077,924.625,15.541,13.632,15.216
Kepler-252 b,Kepler-252,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,6.668391,0.058,1.23,0.11,2.04,0.00642,6.02,M-R relationship,0,39.26,587,0,M0 V,4208,0.55,0.61,-0.13,[Fe/H],-0.786,4.72,13.9,7.39154,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,15.406,12.466,15.0293
Kepler-252 c,Kepler-252,1,2,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,10.848463,0.08,2.15,0.192,5.27,0.0166,2.91,M-R relationship,0,20.51,499,0,M0 V,4208,0.55,0.61,-0.13,[Fe/H],-0.786,4.72,13.9,3.83419,19h42m19.04s,295.579329,+44d32m45.26s,44.5459052,379.424,15.406,12.466,15.0293
Kepler-253 b,Kepler-253,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,3.783986,0.046,1.63,0.145,3.29,0.0104,4.17,M-R relationship,0,194.35,949,0,,5208,0.79,0.85,0.03,[Fe/H],-0.387,4.59,0.7,4.48753,19h27m22.06s,291.8419337,+44d51m29.25s,44.858124,838.595,15.778,13.534,15.5122
Kepler-253 c,Kepler-253,1,3,Transit,2014,2014-03-01T01:00:00Z,Space,Kepler,0.95 m Kepler Telescope,0,10.281951,0.089,2.65,0.236,7.51,0.0236,2.22,M-R relationship,0,51.27,680,0,,5208,0.79,0.85,0.03,[Fe/H],-0.387,4.59,0.7,2.09147,19h27m22.06s,291.8419337,+44d51m29.25s,44.858124,838.595,15.778,13.534,15.5122
