hostname,st_spectype,st_teff,st_rad,st_mass,st_met,st_lum,st_logg,st_age,st_dens,sy_bmag,sy_vmag,sy_gaiamag,lum_class
Kepler-200,G,5678,0.94,0.98,-0.006,0.008,4.45,6.3,0.13059,14.833,13.932,13.9518,V
Kepler-218,G,5502,1.06,1.02,0.31,0.009,4.39,6.3,1.10283,14.89,14.035,13.9069,V
Kepler-1386,G,5733,1.03,1.02,0.11,0.009,4.41,5.01,0.83219,15.526,14.597,14.4168,V
WASP-16,G,5700,1.14,1.78,0.01,0.01,4.49,8.6,1.68,12.508,11.288,11.1247,V
Kepler-1399,G,5735,0.96,0.97,-0.03,0.01,4.47,4.37,1.59008,15.454,15.572,15.5074,V
Kepler-1027,G,5436,0.82,0.91,-0.06,0.011,4.57,1.41,0.79155,13.761,12.994,12.8401,V
HATS-63,G,5627,1.07,0.93,0.081,0.012,4.35,10.3,1.071,14.595,13.992,13.7213,V
Kepler-1372,G,5677,0.97,0.98,0.05,0.012,4.46,5.01,1.37652,16.376,15.667,15.3493,V
Kepler-831,G,5732,0.97,0.99,0.02,0.012,4.46,4.17,3.6896,14.244,13.751,13.6311,V
Kepler-266,G,5885,1.03,0.95,0.16,0.012,4.45,4.79,1.11507,16.667,15.787,15.5772,V
Kepler-562,G,5575,0.9,0.93,-0.04,0.016,4.5,4.57,0.90798,15.58,14.908,14.7427,V
Kepler-139,G,5594,1.3,1.05,0.28,0.016,4.25,5.1,1.09708,12.569,12.775,12.677,V
Kepler-1427,G,5793,1.01,1.01,0.06,0.016,4.44,4.07,2.4494,16.325,15.601,15.4816,V
Kepler-780,G,5769,1.02,1.01,0.05,0.017,4.42,4.9,1.01394,14.221,13.464,13.3393,V
Kepler-739,G,5601,0.9,0.93,-0.08,0.018,4.51,4.27,0.90987,16.392,15.711,15.4527,V
K2-79,G,5926,1.28,1.06,0.2,0.018,4.25,,0.54023,12.893,12.152,11.8031,V
Kepler-1656,G,5731,1.1,1.03,0.19,0.021,4.37,6.31,1.22864,11.9,11.64,11.0622,IV
Kepler-1444,G,5810,1.05,1.03,0.06,0.021,4.4,4.79,1.19806,12.979,12.363,12.2578,V
Kepler-131,G,5685,1.03,1.02,0.12,0.022,4.42,3.66,1.44,12.217,11.493,11.4904,V
Kepler-1405,G,5925,1.07,1.05,0.03,0.022,4.4,3.63,1.34675,16.235,16.028,15.8175,V
Kepler-1231,G,5778,1,1.01,0.06,0.023,4.44,4.17,1.2762,15.367,14.808,14.714,V
Kepler-1637,G,5789,1.02,1.02,0.07,0.023,4.43,4.17,0.30143,14.054,13.375,13.2726,V
Kepler-945,G,5718,0.97,0.97,-0.01,0.024,4.46,4.47,1.87035,16.909,15.599,15.8596,V
Kepler-1220,G,5842,0.99,1,-0.04,0.025,4.45,3.63,1.66158,15.898,15.194,14.9649,V
Kepler-183,G,5888,0.96,0.94,0.101,0.026,4.5,4.27,4.45432,14.376,14.993,14.8934,V
K2-52,A,7147,2.19,1.69,0.055,0.027,3.98,,0.22,17.305,15.93,15.2553,IV
Kepler-1334,G,5614,0.91,0.94,-0.03,0.028,4.5,4.27,2.26608,15.979,15.461,15.171,V
Kepler-416,G,5758,1.07,1,0.126,0.028,4.42,4.9,1.73298,,14.166,14.0197,V
Kepler-573,G,5746,1.02,0.99,0.02,0.029,4.41,5.89,1.55582,14.758,14.292,14.1359,V
Kepler-1474,G,5870,1.04,1.04,0.04,0.029,4.42,3.8,3.49918,16.143,15.35,15.2172,V
Kepler-204,G,5812,1.24,1.03,0.01,0.03,4.27,3.3,0.70051,15.387,13.977,13.8745,V
Kepler-1044,F,5985,1.11,1.08,0.04,0.031,4.38,3.55,3.37561,16.219,15.478,15.3061,V
WASP-47,G,5552,1.14,1.04,0.38,0.032,4.34,6.5,0.999,12.736,11.936,11.7889,IV
Kepler-720,G,5618,0.92,0.95,0,0.032,4.49,3.63,1.58713,16.372,15.462,15.1635,V
TOI-564,G,5640,1.09,1,0.143,0.033,4.36,7.3,1.095,11.789,11.097,11.1424,V
Kepler-154,G,5690,1,0.98,-0.04,0.033,4.42,4.47,5.8464,15.113,14.646,14.5121,V
Kepler-879,G,5792,1.02,1.02,0.05,0.033,4.42,4.27,1.37423,15.057,14.429,14.2377,V
Kepler-188,F,6021,1.14,0.98,0.14,0.034,4.35,5.8,2.68246,15.599,14.719,14.6336,IV
Kepler-1426,G,5831,1.02,1.02,0.03,0.035,4.43,4.07,1.21534,16.018,15.464,15.1663,V
Kepler-731,G,5849,1.06,1.03,0.04,0.035,4.41,3.8,1.3908,15.607,15.386,15.2848,V
Kepler-704,G,5616,0.96,0.97,0.09,0.036,4.46,5.13,0.12677,16.256,15.454,15.2487,V
Kepler-53,G,5858,0.89,0.98,0.16,0.036,4.53,0.3,1.97596,16.283,15.367,15.3877,V
Kepler-1327,G,5885,1.03,1.02,-0.03,0.036,4.42,4.07,0.25852,14.319,13.966,13.8837,V
Kepler-708,G,5692,0.96,0.97,0.01,0.037,4.47,4.37,2.78453,16.427,15.61,15.5076,V
WASP-34,G,5700,0.91,0.96,-0.02,0.039,4.5,7.8,1.78,11.055,10.285,10.2046,V
Kepler-829,G,5698,0.97,0.98,0.03,0.04,4.46,4.68,5.22062,15.605,14.973,14.9206,V
Kepler-1411,G,5664,0.92,0.95,-0.04,0.041,4.49,4.17,3.34613,16.508,15.945,15.7709,V
Kepler-608,G,5820,1.01,1,-0.02,0.041,4.43,3.8,0.2483,15.655,14.84,14.657,V
HATS-1,G,5870,1.04,0.99,0.06,0.041,4.59,6,2.18527,12.712,12.155,11.9363,V
Kepler-1189,F,6012,1.16,1.11,0.08,0.041,4.36,3.39,1.42473,15.195,14.463,14.249,IV
Kepler-1419,G,5796,1.01,1.01,0.04,0.042,4.43,4.37,1.38123,16.492,15.96,15.7181,V
Kepler-886,F,6098,1.16,1.1,-0.01,0.042,4.35,3.39,1.83138,14.642,14.054,13.8936,IV
Kepler-870,G,5857,1.02,1.01,-0.01,0.043,4.43,3.8,0.85776,16.069,15.326,15.2216,V
Kepler-194,F,6089,1.02,1.09,0.16,0.043,4.42,2.5,1.19508,15.869,14.969,14.9117,V
Kepler-1201,F,6177,1.24,1.15,0.03,0.044,4.32,2.95,0.26952,15.456,14.765,14.7003,IV
HATS-53,G,5644,1.1,0.96,,0.045,4.34,9,1.027,14.548,13.944,13.6564,IV
Kepler-1155,G,5842,1.03,1.03,0.04,0.047,4.43,3.72,3.21232,15.713,14.799,14.7392,V
Kepler-406,G,5538,1.07,1.07,0.18,0.048,4.41,5.84,1.12,13.401,12.603,12.4897,V
Kepler-899,G,5595,0.91,0.93,-0.06,0.048,4.49,4.07,1.28042,16.211,15.713,15.382,V
Kepler-302,G,5740,1.22,1.02,0.06,0.049,4.29,0.5,1.35151,16.439,15.694,15.4911,V
Kepler-836,G,5895,1.04,1.03,-0.01,0.049,4.41,4.27,0.47666,15.5,14.672,14.5873,V
Kepler-1664,G,5735.81,1.07,0.94,0.37,0.05,4.35,8.2,12.2231,14.742,13.621,13.5307,V
K2-186,G,5784,0.98,1.02,0.06,0.05,4.45,,1.18284,12.944,12.413,12.1713,V
Kepler-804,G,5817,1.05,1.01,0,0.05,4.4,5.25,1.15872,14.702,13.864,13.7361,V
Kepler-1368,G,5906,1.08,1.07,0.1,0.051,4.4,3.47,0.7641,16.212,15.914,15.8729,V
Kepler-1495,G,5831,1.04,1.03,0.06,0.052,4.42,4.17,0.73979,16.439,15.494,15.6247,V
Kepler-232,G,5847,0.97,0.97,0.03,0.052,4.5,1.4,1.33259,16.171,15.565,15.3201,V
Kepler-956,G,6040,1.15,1.1,0.02,0.052,4.36,3.47,1.48273,14.483,13.387,13.2889,IV
Kepler-454,G,5701,1.05,0.85,0.27,0.053,4.37,4.27,1.04,12.382,11.567,11.4395,V
Kepler-394,F,6402,1.13,1.13,0.02,0.053,4.41,0.25,1.91099,15.397,14.948,14.77,V
Kepler-770,G,5598,0.92,0.94,-0.01,0.054,4.49,4.57,3.25028,15.878,14.852,14.5966,V
Kepler-10,G,5627,1.06,0.91,-0.15,0.055,4.35,9.12,1.068,12.258,11.043,10.9191,V
Kepler-1144,G,5753,0.96,0.98,-0.03,0.056,4.47,3.98,2.63554,16.152,14.943,14.9125,V
Kepler-334,G,5828,1.07,1.07,-0.012,0.056,4.38,1.6,1.51962,13.393,12.834,12.73,V
Kepler-288,G,5918,1.09,1.03,0.16,0.056,4.35,3.72,1.32778,15.873,15.283,15.152,V
HATS-32,G,5700,1.1,1.1,0.39,0.057,4.4,3.5,1.17,15.107,14.386,14.2166,V
Kepler-1122,G,5544,0.89,0.92,-0.03,0.059,4.51,4.68,0.96661,16.129,15.405,15.1025,V
Kepler-1050,F,6010,1.13,1.09,0.03,0.059,4.37,3.55,1.35078,13.86,13.198,13.0723,IV
Kepler-893,G,5820,0.99,1,-0.03,0.06,4.45,3.8,0.3676,16.207,15.347,15.1735,V
K2-74,G,6060,0.98,0.96,-0.21,0.06,4.44,,1.46962,13.158,12.715,12.4364,V
Kepler-759,F,5860,1.04,1.04,0.06,0.061,4.42,3.89,1.5122,15.283,14.579,14.7869,V
Kepler-134,F,5983,1.18,1.06,-0.207,0.061,4.31,3.55,1.26196,13.301,12.318,12.2219,V
Kepler-289,F,5990,1,1.08,0.05,0.061,4.47,0.65,1.58,14.734,14.142,13.9628,V
Kepler-552,G,5863,1.04,1.03,0.01,0.063,4.42,3.89,0.78445,15.22,14.476,14.2624,V
Kepler-1590,G,6053,1.16,1.11,0.03,0.063,4.35,3.39,1.49506,14.962,14.186,14.077,IV
Kepler-1186,G,5635,0.93,0.95,0,0.064,4.49,4.47,12.8622,16.113,15.367,15.2673,V
Kepler-24,G,5800,1.07,1.03,-0.24,0.064,4.34,7.7,0.02385,16.163,15.04,14.9234,V
HAT-P-55,G,5808,1.01,1.01,-0.03,0.064,4.43,4.2,1.22933,13.871,13.197,13.0955,V
Kepler-1046,G,5913,1.04,1.04,0,0.064,4.42,3.63,4.45912,14.007,13.347,13.2479,V
Kepler-609,F,5971,1.14,1.09,0.06,0.065,4.36,3.72,1.76248,15.884,14.96,14.8041,IV
Kepler-1184,F,5983,1.07,1.05,-0.04,0.065,4.41,3.55,0.68566,15.659,14.99,14.9314,V
Kepler-272,K,5297,0.93,0.86,0.09,0.066,4.43,4.9,1.08986,15.646,14.811,14.6591,V
Kepler-703,F,6185,1.27,1.18,0.05,0.067,4.29,2.69,2.29924,16.842,15.599,15.2533,V
Kepler-868,G,5614,0.89,0.93,-0.08,0.068,4.51,3.89,0.85472,16.487,15.872,15.6177,V
KOI-3680,G,5830,0.96,1.01,0.16,0.068,4.47,3.2,1.88,15.259,14.616,14.5027,V
HATS-52,F,6010,1.05,1.11,-0.284,0.068,4.45,1.2,1.37,14.343,13.844,13.6269,V
Kepler-1290,G,5660,0.93,0.95,-0.02,0.069,4.49,4.07,1.36344,16.748,15.871,15.6906,V
Kepler-1542,G,5564,0.99,0.94,0.06,0.07,4.41,8.51,0.92434,13.261,12.734,12.5876,V
Kepler-832,G,5596,0.9,0.92,-0.08,0.07,4.5,4.37,1.0168,15.976,16.001,15.8594,V
CoRoT-12,G,5675,1.12,1.08,0.16,0.07,4.38,6.3,1.08,16.408,15.588,15.3453,V
Kepler-291,F,6002,1.02,0.9,-0.11,0.071,4.47,0.3,2.54384,16.816,16.218,15.8985,IV
HATS-38,G,5732,1.1,0.89,-0.102,0.072,4.3,11.89,1.02548,12.761,11.967,12.2781,IV
K2-170,G,5748,0.98,0.96,-0.11,0.072,4.34,,1.26996,13.267,12.668,12.4959,V
Kepler-1060,G,5797,0.99,0.99,-0.03,0.072,4.44,4.27,0.29666,15.662,14.827,14.6366,V
Kepler-1216,G,5743,0.98,0.99,0.03,0.073,4.46,4.07,1.64385,16.076,15.262,15.107,V
Kepler-173,F,6031,0.95,0.79,0.036,0.074,4.4,3.3,2.66952,15.11,14.357,14.2578,V
K2-73,G,5922,1.06,1.05,0.09,0.076,4.41,,1.26589,12.433,11.345,11.7146,V
Kepler-1494,G,5659,0.94,0.96,0.01,0.079,4.48,4.37,0.08704,15.87,15.372,15.217,V
Kepler-463,G,5661,0.9,0.87,-0.28,0.079,4.47,7.41,0.9242,13.834,12.999,12.86,V
Kepler-513,G,5849,1.06,1.02,-0.01,0.079,4.39,5.5,1.26216,14.146,13.019,12.8822,V
Kepler-485,G,5958,1.09,1.07,0.04,0.079,4.39,3.72,1.38843,15.477,15.069,14.8981,V
Kepler-593,F,5967,1.1,1.08,0.04,0.079,4.39,3.63,1.07729,15.362,14.622,14.4995,V
Kepler-1085,F,6000,1.14,1.11,0.08,0.079,4.37,3.39,1.04654,16.118,15.273,15.2469,IV
V830 Tau,M,4250,2,1,-0.08,0.08,5,0.002,,13.69,12.23,11.6928,IV
Kepler-1091,G,5851,1.03,1.01,0,0.08,4.42,3.47,1.94361,15.741,14.874,14.7151,V
Kepler-1113,G,5931,1.17,1.12,0.18,0.08,4.35,3.55,4.29644,15.242,14.943,14.7828,IV
Kepler-213,G,5696,1.2,1.07,0.157,0.082,4.31,1.62,3.62663,14.649,13.705,13.6023,V
Kepler-106,G,5858,1.04,1,-0.12,0.083,4.41,4.83,1.38,13.592,12.923,12.8391,V
Kepler-1305,G,5701,0.96,0.97,0.01,0.084,4.47,4.37,0.6637,16.771,15.834,15.7145,V
Kepler-206,G,5764,1.19,1.05,0.021,0.084,4.31,7,0.86142,14.427,13.507,13.4609,V
Kepler-1676,G,5878.3,1.06,1.07,0.135,0.084,4.47,0.3,12.66372,14.165,13.485,,IV
Kepler-713,G,5785,0.99,0.98,-0.03,0.085,4.44,3.8,4.36629,15.91,15.171,15.0191,V
Kepler-1601,G,5869,1.07,1.04,0.05,0.085,4.4,4.27,0.54774,14.472,13.842,13.6782,V
Kepler-1217,G,5905,1.08,1.06,0.07,0.085,4.4,3.8,3.35123,15.747,15.343,15.2415,V
Kepler-817,F,5861,1.03,1.03,0.02,0.086,4.42,3.55,1.78404,16.637,15.967,15.5969,V
Kepler-1340,F,6331,1.42,1.27,0.07,0.087,4.24,2.4,1.16531,15.464,15.003,14.7546,V
K2-294,G,5612,1.2,0.99,0.194,0.088,4.2,,0.8926,13.237,12.649,12.37,V
Kepler-1061,F,6067,1.07,1.09,-0.03,0.088,4.42,2.14,1.72402,13.677,13.319,13.2037,V
Kepler-1100,F,6247,1.34,1.21,0.05,0.088,4.26,2.69,2.85412,14.762,13.952,13.8225,IV
Kepler-104,G,5711,1.35,0.81,-0.38,0.089,4.11,12.9,1.05883,13.119,12.697,12.5697,V
Kepler-1088,F,5975,1.08,1.08,0.05,0.09,4.4,3.02,1.20451,12.067,11.472,11.778,V
Kepler-157,G,5774,1.04,1.02,-0.059,0.091,4.39,4.07,1.38122,13.574,14.206,14.0374,V
Kepler-1463,G,5679,0.95,0.96,0,0.092,4.47,4.79,1.58864,16.642,15.905,15.7236,V
Kepler-1522,G,5706,0.93,0.96,-0.07,0.092,4.49,3.89,2.27158,15.172,14.357,14.1963,V
Kepler-604,G,5890,1.03,1.02,-0.02,0.092,4.42,3.72,3.61833,15.209,14.791,14.6798,V
Kepler-203,G,5821,1.11,1,0.048,0.094,4.36,0.5,1.56956,14.884,14.14,13.9421,IV
Kepler-1258,G,5839,0.99,0.99,-0.07,0.094,4.45,3.89,1.17376,14.319,13.929,13.7847,V
Kepler-476,G,5837,1.09,1.03,0.04,0.095,4.38,5.37,0.82614,14.951,14.018,13.8596,V
Kepler-773,G,5850,1.01,1.04,0.05,0.095,4.45,2.82,0.91462,14.552,13.387,13.2797,V
Kepler-1092,G,5862,1,0.99,-0.09,0.096,4.44,3.8,2.4381,15.378,14.659,14.6163,V
Kepler-1230,G,5961,1.08,1.06,0.01,0.096,4.4,3.47,3.20056,16.233,15.628,15.2743,V
Kepler-906,F,6035,1.02,1.06,-0.09,0.096,4.45,1.86,2.00587,14.434,14.019,13.918,V
Kepler-952,G,5730,0.99,1,0.06,0.097,4.45,4.27,2.31284,16.013,15.323,15.1882,V
Kepler-193,F,6335,1.15,1.14,0.14,0.1,4.4,0.3,2.112,15.434,14.712,14.596,V
Kepler-282,G,5602,0.9,0.79,-0.25,0.106,4.46,0.4,0.6798,16.034,15.444,15.1779,V
Kepler-142,G,5790,1.27,0.99,0.08,0.107,4.26,8.2,0.77079,14.101,13.277,13.197,V
Kepler-545,G,5882,1.07,1.04,0.03,0.107,4.39,4.47,1.11904,15.021,14.205,14.105,V
Kepler-902,G,5647,0.93,0.95,0,0.108,4.49,4.37,2.57107,15.786,14.992,14.8583,V
Kepler-686,G,5649,0.92,0.94,-0.07,0.108,4.49,4.47,1.77544,16.403,16.02,15.5242,V
Kepler-793,G,5745,0.97,0.98,0,0.11,4.46,4.27,0.95862,15.521,14.742,14.601,V
Kepler-782,G,5867,1.01,0.98,-0.14,0.11,4.42,5.25,0.94331,13.488,12.843,12.7304,V
Kepler-418,G,5820,1.09,0.98,-0.05,0.111,4.35,7,1.51,16.098,14.824,14.649,V
Kepler-228,F,6043,1.01,0.95,-0.03,0.111,4.47,0.3,1.55056,16.756,15.902,15.7042,V
Kepler-365,F,6012,1.05,1.02,-0.218,0.112,4.43,4,2.59019,15.499,14.771,,V
Kepler-164,G,5888,1.15,1.09,0,0.113,4.33,0.62,7.98815,14.625,14.379,14.2329,V
Kepler-500,G,5813,1.03,1.02,0.03,0.116,4.42,4.37,1.79068,15.241,14.324,14.1736,V
Kepler-867,G,5541,0.91,0.92,-0.02,0.117,4.49,5.89,0.95103,15.885,15.098,14.8849,V
HATS-10,G,5880,1.1,1.1,0.15,0.117,4.39,3.3,1.15,13.83,13.202,12.9838,V
Kepler-653,G,5665,1.19,1.02,0.23,0.119,4.29,7.76,0.68801,14.677,13.498,13.3461,IV
Kepler-1550,F,5991,1.11,1.07,0.01,0.119,4.38,3.55,1.46229,15.791,15.107,14.8841,V
Kepler-1557,F,6099,1.17,1.11,0.02,0.119,4.34,3.31,2.12805,15.953,15.383,15.2987,V
Kepler-11,G,5663,1.06,0.96,0.04,0.12,4.37,8.5,1.122,14.635,13.817,13.7062,V
Kepler-881,G,5961,1.09,1.06,0,0.12,4.39,3.8,0.04553,16.071,15.281,15.1765,V
Kepler-825,F,5976,1.08,1.03,-0.08,0.12,4.39,3.55,1.63287,14.705,14.296,14.1453,V
Kepler-824,F,6035,1.22,1.15,0.14,0.122,4.32,3.31,1.43366,15.674,15.051,14.8825,V
Kepler-1438,G,5530,0.96,0.97,0.2,0.123,4.46,5.37,3.7238,15.665,14.983,14.861,V
Kepler-1667,G,5941.54,1.09,1.09,-0.26,0.123,4.4,4.7,1.19479,14.095,13.52,13.4461,V
Kepler-1016,G,5821,1,0.99,-0.03,0.124,4.44,3.89,0.65812,16.125,15.531,15.3193,V
Kepler-341,F,6012,1.02,1,0.14,0.127,4.44,3.6,0.66349,15.49,14.739,14.5672,V
Kepler-1286,G,5753,0.98,1,0.03,0.128,4.45,4.17,0.98366,16.049,15.278,15.1425,V
Kepler-1675,G,5853.19,1.13,1.06,0.254,0.129,4.36,1.9,1.03943,14.461,13.672,13.5535,V
KIC 10525077,F,6091,1.01,1.01,-0.04,0.129,4.42,,0.80974,15.959,15.592,15.3043,V
Kepler-1641,F,6152,1.19,1.12,-0.02,0.131,4.34,3.02,0.57811,15.13,14.49,14.2231,IV
Kepler-946,G,5665,0.93,0.94,-0.09,0.134,4.47,4.17,3.7482,15.895,15.011,14.9234,V
Kepler-1211,G,5705,0.94,0.96,-0.08,0.134,4.48,4.17,0.13325,16.753,16.016,15.8278,V
HD 136925,G,5773.19,1.19,0.88,-0.217,0.134,4.23,,0.92841,8.527,7.91433,7.74447,V
Kepler-873,F,6163,1.27,1.18,0.07,0.134,4.29,2.95,0.31624,15.5,15.052,14.7952,V
Kepler-718,F,6191,1.3,1.18,0.06,0.134,4.28,2.57,2.08526,16.351,15.399,15.2456,V
Kepler-1406,G,5892,1.12,1.05,0.04,0.135,4.36,5.01,3.52381,13.947,13.39,13.3819,V
Kepler-875,G,5958,1.11,1.06,0.03,0.135,4.38,3.39,0.91503,16.119,15.357,15.2096,V
Kepler-1005,G,5782,1.06,1,0.02,0.136,4.38,6.17,0.86486,13.958,13.371,13.1838,V
Kepler-1187,G,5975,1.09,1.06,-0.01,0.136,4.39,3.39,4.91133,15.13,14.73,14.5664,V
Kepler-387,G,5774,1.05,0.82,-0.4,0.137,4.35,1.01,1.49924,14.779,14.129,13.9345,V
Kepler-1429,G,5902,1.07,1.05,0.04,0.138,4.4,4.17,1.63772,15.557,15.053,14.8316,V
Kepler-874,F,6020,1.13,1.09,0.03,0.138,4.37,3.31,1.80017,15.605,14.822,14.6941,V
Kepler-1696,G,5712,1.2,1.02,-0.04,0.139,4.29,,0.83614,16.347,15.505,15.4879,V
Kepler-1102,G,5724,0.94,0.96,-0.08,0.139,4.48,4.37,0.31768,16.027,14.928,14.9224,V
K2-222,F,6058,1.09,1,-0.21,0.139,4.37,,1.25,10.038,9.543,9.36072,V
K2-280,G,5742,1.28,1.11,0.3,0.14,4.26,,0.259,13.269,12.524,12.3604,V
Kepler-1401,G,5964,1.1,1.07,0.04,0.14,4.39,3.55,1.79107,15.538,15.224,14.9721,V
Kepler-1686,G,5714.96,1.2,1.02,0.077,0.141,4.29,0.4,0.83322,14.674,13.661,13.7519,V
Kepler-690,G,5913,1.16,1.11,0.19,0.141,4.35,3.55,1.33649,16.692,15.701,15.6723,V
Kepler-947,G,5508,0.87,0.9,-0.07,0.142,4.52,4.27,4.45566,16.49,16.064,15.7517,V
HATS-50,F,5990,1.12,1.17,,0.143,4.41,1.2,1.19,14.736,14.045,13.8936,V
Kepler-978,F,6002,1.09,1.07,-0.01,0.143,4.38,3.63,0.09556,13.985,13.513,13.3744,V
WASP-35,F,5990,1.08,1.05,-0.15,0.144,4.4,5,1.17,11.548,10.939,10.8531,V
Kepler-385,F,6326,1.13,1.12,0.04,0.144,4.41,3.31,0.02962,15.362,15.76,15.192,V
Kepler-1479,G,5796,0.98,0.99,-0.02,0.145,4.45,4.27,8.91234,14.941,13.914,13.7331,V
Kepler-488,G,5970,1.09,1.07,0.03,0.145,4.39,3.47,1.4432,15.809,14.868,14.7515,V
Kepler-1639,F,6150,1.18,1.12,-0.03,0.145,4.34,3.16,2.98927,15.25,14.593,14.4686,V
Kepler-382,G,5600,0.94,0.88,0.082,0.146,4.4,11.3,0.37659,15.885,14.907,14.6662,V
Kepler-281,G,5723,0.9,0.95,0.02,0.146,4.53,0.6,0.42172,16.855,15.931,15.7537,V
Kepler-765,G,5901,1.06,1.05,0.04,0.146,4.41,3.72,0.84868,15.616,14.709,14.5996,V
Kepler-1344,G,5981,1.13,1.09,0.06,0.146,4.37,3.63,1.22394,14.736,14.192,14.0269,V
Kepler-534,G,5884,0.98,1.05,0.01,0.147,4.48,1.58,1.7083,13.866,13.387,13.231,V
Kepler-965,G,5886,1.15,1.05,0.03,0.148,4.33,5.5,1.64351,14.061,13.488,13.3334,V
Kepler-146,G,5948,1.21,1.1,-0.026,0.148,4.31,2.7,2.0533,14.621,13.921,13.8031,V
Kepler-1505,G,5686,0.86,0.93,-0.18,0.149,4.54,1.7,0.69052,13.876,13.043,12.9258,V
Kepler-983,F,6052,1.08,1.13,0.12,0.15,4.42,1.41,0.39852,,14.1125,13.9863,V
Kepler-1393,G,5697,0.92,0.95,-0.09,0.151,4.5,3.47,2.00328,14.285,13.476,13.3324,V
K2-219,G,5753,1.19,1.02,0.13,0.151,4.23,,0.72546,12.837,12.09,11.911,V
Kepler-696,G,5903,1.08,1.06,0.07,0.151,4.39,3.98,1.69443,16.234,15.308,15.2389,V
Kepler-323,F,5987,1.18,1.09,-0.215,0.151,4.31,3.96,1.16534,13.454,12.78,12.658,V
Kepler-400,G,5886,1.15,1.08,0.084,0.152,4.35,3.63,2.38563,14.583,13.762,13.8395,V
Kepler-1700,F,6031,1.09,1.12,0.16,0.154,4.41,,1.20694,14.528,13.764,13.6285,V
Kepler-904,F,6160,1.25,1.16,0.05,0.154,4.31,3.02,0.97869,15.294,14.56,14.3921,IV
Kepler-1141,G,5791,1.07,1.01,0.04,0.155,4.38,6.17,1.01527,13.162,12.403,12.3348,V
Kepler-162,G,5816,0.96,0.95,0.03,0.155,4.44,3.02,1.64288,15.212,14.351,14.2231,V
Kepler-1574,G,5892,1.08,1.06,0.08,0.156,4.4,3.8,0.96902,15.825,15.188,15.0937,V
Kepler-1098,G,5794,0.99,0.99,-0.02,0.157,4.45,3.98,0.90721,15.691,14.886,14.7332,V
Kepler-528,G,5807,1.06,1.01,0.02,0.158,4.39,5.5,1.06272,14.881,14.064,13.9033,V
Kepler-1106,G,6104,1.17,1.11,0,0.159,4.35,3.09,0.89491,15.628,14.863,14.6276,V
Kepler-633,G,5899,1.15,1.02,-0.05,0.16,4.32,6.03,3.0417,14.748,13.812,,V
Kepler-757,G,6014,1.13,1.08,0.02,0.16,4.37,3.31,3.5012,15.929,15.066,14.7637,V
Kepler-1289,G,6080,1.17,1.1,0.02,0.16,4.35,2.95,1.90469,15.596,14.732,14.5992,V
KOI-1599,G,5833,0.97,1.02,0.06,0.162,4.47,4.7,0.00634,15.707,14.795,14.854,V
WASP-55,G,5900,1.09,1.11,-0.2,0.163,4.3,1.1,1.2,12.687,11.753,11.7747,V
Kepler-1149,G,5833,1.01,1.02,0.02,0.165,4.43,3.98,1.08184,15.877,15.146,14.9307,V
Kepler-715,G,5871,1.04,1.04,0.02,0.165,4.42,3.98,0.1029,15.996,15.204,15.0333,V
Kepler-1535,G,6021,1.11,1.08,0,0.165,4.38,3.47,0.98758,15.213,14.385,14.1798,V
Kepler-1063,G,5945,1.14,1.09,0.09,0.166,4.37,3.39,28.42249,13.564,13.029,,V
Kepler-919,G,6113,1.21,1.15,0.07,0.167,4.33,3.02,0.88069,15.117,14.806,14.6785,V
2MASS J19383260+4603591,B,10868,0.34,0.48,-0.092,0.168,3.91,,,12.112,12.651,12.1376,V
Kepler-1573,G,5808,1,1.01,0.02,0.169,4.44,4.07,0.97758,16.023,15.304,15.1693,V
Kepler-830,G,6037,1.11,1.07,-0.02,0.169,4.38,3.47,0.3999,15.463,14.88,14.7886,V
Kepler-1031,G,6011,1.12,1.09,0.03,0.17,4.38,3.39,1.06275,14.593,13.877,,V
Kepler-498,G,5744,0.96,0.98,-0.04,0.172,4.47,3.89,0.46378,15.28,14.349,14.2463,V
Kepler-926,G,5806,1.01,1.01,0.03,0.173,4.43,4.37,16.03701,15.247,14.431,14.2595,V
Kepler-618,F,5860,1.08,1.05,0.08,0.173,4.39,4.27,0.68651,15.458,15.087,14.8038,V
Kepler-34,G,5913,1.16,1.05,-0.07,0.173,4.33,,0.2529,16.042,15.087,14.8297,V
Kepler-850,G,5932,1.09,1.06,0.03,0.173,4.39,3.89,1.60453,16.385,15.611,15.4272,V
Kepler-1691,G,6000,1.13,1.11,0.16,0.175,4.38,0.61,1.08021,15.664,14.893,14.8807,V
Kepler-1094,F,6112,1.21,1.14,0.06,0.178,4.33,3.09,0.96152,15.423,15.318,14.9607,V
EPIC 212424622,G,5782.33,1.22,1.11,,0.179,4.3,,0.84195,13.969,13.441,13.2026,V
Kepler-1673,G,6014.95,1.13,1.11,0.228,0.179,4.38,0.3,1.07979,14.595,13.783,13.5988,V
K2-259,F,6059,1.13,1.14,0.16,0.179,4.39,,1.00719,13.113,12.511,12.375,V
Kepler-1672,F,6131.95,1.09,1.16,-0.25,0.179,4.43,4.19,1.26837,13.148,12.548,12.3961,V
Kepler-769,F,6186,1.28,1.19,0.06,0.179,4.3,2.88,1.36184,15.335,14.984,14.7604,IV
Kepler-666,G,5887,1.05,1.03,0.01,0.182,4.41,3.8,0.72036,16.282,15.422,15.3405,V
